0A032,Predictive Modeling with IBM SPSS Modeler - ILT,3,2100,Modeler Advanced
0A004,Introduction to IBM SPSS Modeler and Data Mining (V15),2,1400,Modeler Basic
0G301,Introduction to IBM SPSS Text Analytics for Surveys (V4.0.1),2,1400,Statistics Intermediate
0A0U3,Classifying Customers Using IBM SPSS Modeler (V14.2),1,700,Modeler Intermediate
0A0V3,Predicting Continuous Targets Using IBM SPSS Modeler,1,700,Modeler Intermediate
0A054,Advanced Data Preparation Using IBM SPSS Modeler (V15),1,700,Modeler Advanced
TTR54,IBM Tivoli System Administration for Enterprise IT and Asset Management 7.1,2,1300,Enterprise IT and Asset Management
TN023,IBM Tivoli Netcool/OMNIbus 7.3 Installation and Configuration,3,1800,Netcool/OMNIbus
TN323,IBM Tivoli Network Manager 3.9 Operation and Administration,5,3000,Network Manager
TN043,IBM Tivoli Netcool/Impact 6.1 Administration and Implementation,4,2600,Netcool/Impact
TN013,IBM Tivoli Netcool/OMNIbus 7.3 User,2,1200,Netcool/OMNIbus
8N323,IBM Tivoli Network Manager 3.9 Operation and Administration (ILO),5,3000,Network Manager
TV354,IBM Tivoli Monitoring 6.2.3 for Implementers,3,1800,Monitoring
8V354,IBM Tivoli Monitoring 6.2.3 for Implementers (ILO),3,1800,Monitoring
8M662,IBM TCAM for Transactions 7.3 Implementation and Administration (ILO),4,2400,Composite Application Manager
8V382,IBM Tivoli Monitoring 6.2.1 Agent Builder (ILO),2,1200,Monitoring
TT372,IBM Tivoli Monitoring 6.2 Historical Reporting and Data Collection (ILO),1,600,Monitoring
TP402,IBM Tivoli Endpoint Manager 8.2 Platform Fundamentals,3,2400,Tivoli Endpoint Manager
TP350,IBM SmartCloud Control Desk 7.5 Foundations,2,1500,Service Automation Manager
TP380,IBM SmartCloud Cntrl Desk 7.5 IT Asset Mgnt Fund,3,2400,Provisioning Manager
TX304,IBM Tivoli Workload Scheduler 8.6 Operations and Scheduling,3,1800,Workload Scheduler
TS612,IBM Tivoli Storage Manager 6.3 Implementation and Administration,5,3250,Storage Manager
TSX12,IBM Tivoli Storage Manager 6.3 Implementation and Administration (AIX),5,3250,Storage Manager
TSX22,IBM Tivoli Storage Manager 6.3 Advanced Administration for AIX,5,3750,Storage Manager
TS103,IBM Tivoli Storage Productivity Center 4.2 Administration and Operation,5,3750,Storage Productivity Center
TS104,IBM Tivoli Storage Productivity Center 5.1 Administration and Operation,5,3750,Storage Productivity Center
1R047,IBM Cognos ICM Reporting Using Presenter Version 7.3 - ILO,2,1400,Cognos ICM (version 7.x)
1R048,IBM Cognos ICM Tools and Automation Version 7.3 - ILO,1,700,Cognos ICM (version 7.x)
WA170,IBM WebSphere Application Server V7 Administration on AIX,5,3625,Administration for distributed systems
WA380,WebSphere Application Server V8 Administration for Windows,5,3625,Administration for distributed systems
WA572,IBM WebSphere Application Server V7 Problem Determination,5,3625,WebSphere Application Server Administration and Deployment - Distributed Systems
WA580,WebSphere Application Server V8 Administration for Linux,5,3625,Administration for distributed systems
WA585,WebSphere Application Server V8.5 Administration,5,3625,Administration for distributed systems
WA180,WebSphere Application Server V8 Administration for AIX,5,3625,Administration for distributed systems
WA370,IBM WebSphere Application Server V7 Administration on Windows,5,3625,Administration for distributed systems
WU582,IBM WebSphere Application Server V8 Problem Determination,4,2900,Administration for distributed systems
WA715,IBM WebSphere Application Server V7 Performance Tuning,3,2175,Admin &amp; Deployment WAS - Distributed Sys
WA570,IBM WebSphere Application Server V7 Administration on Linux,5,3625,Admin &amp; Deployment WAS - Distributed Sys
WA880,WebSphere Application Server V8.5: Using Intelligent Management,3,2175,Intelligent Management
WU805,Transition to WebSphere Application Server V8.5 for Administrators,3,2175,Administration for distributed systems
WA680,WebSphere Application Server V8.5 Scripting and Automation,5,3625,Scripting and Automation
WA661,IBM WebSphere Application Server V6.1 Scripting and Automation,5,3625,Administration for distributed systems
6L224,Programming Essentials for IBM WebSphere Commerce V7 Customization (Remote),5,3875,WebSphere Commerce Development and Customization
6T224,Programming Essentials for IBM WebSphere Commerce V7 Customization,5,3875,WebSphere Commerce Development and Customization
6L222,IBM WebSphere Commerce V7 System Administration (Remote Classroom),5,3875,WebSphere Commerce Site Administration
6T222,IBM WebSphere Commerce V7 System Administration,5,3875,WebSphere Commerce Site Administration
WE401,"Accelerate, Secure and Integrate with WebSphere DataPower SOA Appliances V5",5,3875,Service-Oriented Architecture
WPL43,Developing websites using IBM Web Content Manager 8,5,3500,IBM Websphere Portal 7.0
WPL51,Developing Applications for IBM WebSphere Portal 7.0,5,3500,IBM Websphere Portal 7.0
WPL54,Developing Multichannel Applications with IBM Web Experience Factory 8.0,3,2100,IBM Web Experience Factory
WPL53,Developing Applications for IBM WebSphere Portal 8.0 using IBM RAD 8.5,5,3500,IBM WebSphere Portal V8.0
WPL81,Installation and Administration of IBM WebSphere Portal 7.0 on Windows,5,3500,IBM Websphere Portal 7.0
WPL83,Installation and Administration of IBM WebSphere Portal 8 on Windows,5,3500,IBM Websphere Portal 7.0
WPL91,Installation and Administration of IBM WebSphere Portal 7.0 on Linux,5,3500,IBM Websphere Portal 7.0
WPL93,Installation and Administration of IBM WebSphere Portal 8 on Linux,5,3500,IBM Websphere Portal 7.0
WPL40,Developing WebSites Using IBM Web Content Manager 7.0,5,3500,IBM Lotus Web Content Management
WPL41,Administering IBM Web Content Manager,2,1400,IBM Lotus Web Content Management
WPL42,Advanced IBM Web Content Manager 7.0,2,1400,IBM Lotus Web Content Management
WPL44,Administering IBM Web Content Manager 8.0,2,1400,IBM Lotus Web Content Management
WPL45,Advanced IBM Web Content Manager 8.0 concepts,2,1400,IBM Lotus Web Content Management
WPL82,Essential  Websphere Portal 7.0 Administration skills for Developers on Windows,3,2100,IBM Websphere Portal 7.0
